"exam_id","student_id","subj_id","mark","exam_date"
8810,1982,3,2,2000-02-26
8811,1982,3,2,2000-04-19
8812,1983,7,2,2000-04-05
8813,1983,8,4,2000-06-02
8814,1983,6,4,2000-01-09
8815,1983,13,1,2000-01-27
8816,1983,3,3,2000-04-18
8817,1983,1,3,2000-01-15
8818,1984,5,4,2000-04-14
8819,1984,6,4,2000-02-07
8820,1984,1,5,2000-04-14
8821,1984,5,5,2000-04-01
8822,1984,11,1,2000-02-01
8823,1985,1,4,2000-02-15
8824,1985,9,2,2000-04-16
8825,1985,10,1,2000-04-27
8826,1986,1,4,2000-04-10
8827,1986,13,1,2000-05-06
8828,1986,6,4,2000-02-11
8829,1986,12,5,2000-03-06
8830,1986,13,4,2000-02-03
8831,1986,14,2,2000-02-15
8832,1987,12,1,2000-06-04
8833,1987,7,2,2000-01-10
8834,1987,7,5,2000-04-13
8835,1988,3,2,2000-05-29
8836,1988,2,3,2000-04-13
8837,1988,13,1,2000-01-06
8838,1988,8,1,2000-04-20
8839,1988,12,2,2000-02-26
8840,1988,14,1,2000-04-27
8841,1988,12,3,2000-05-03
8842,1988,2,5,2000-06-06
8843,1989,1,3,2000-02-10
8844,1989,12,4,2000-05-25
8845,1989,2,5,2000-02-29
8846,1989,13,4,2000-01-30
8847,1989,14,4,2000-05-16
8848,1989,11,3,2000-04-14
8849,1989,9,4,2000-05-19
8850,1990,7,2,2000-06-21
8851,1990,4,3,2000-01-19
8852,1990,1,4,2000-04-05
8853,1990,4,4,2000-01-11
8854,1990,8,5,2000-03-21
8855,1990,12,5,2000-05-20
8856,1990,7,3,2000-02-05
8857,1990,9,2,2000-06-14
8858,1991,14,4,2000-02-11
8859,1991,7,3,2000-03-27
8860,1991,9,3,2000-06-22
8861,1991,11,3,2000-05-24
8862,1991,7,5,2000-01-08
8863,1992,1,1,2000-05-06
8864,1993,8,5,2000-02-19
8865,1993,5,2,2000-05-01
8866,1993,1,5,2000-06-19
8867,1993,11,3,2000-06-27
8868,1993,4,3,2000-06-06
8869,1993,9,3,2000-05-22
8870,1994,9,1,2000-06-04
8871,1994,1,5,2000-05-25
8872,1994,8,2,2000-06-19
8873,1994,3,5,2000-02-09
8874,1994,1,1,2000-03-29
8875,1995,2,1,2000-02-06
8876,1996,1,1,2000-03-12
8877,1996,8,5,2000-06-01
8878,1996,10,2,2000-05-28
8879,1996,3,4,2000-05-13
8880,1996,11,3,2000-04-26
8881,1996,10,2,2000-01-11
8882,1996,1,2,2000-06-22
8883,1996,13,2,2000-04-13
8884,1997,3,4,2000-04-22
8885,1997,3,3,2000-03-09
8886,1997,3,1,2000-05-31
8887,1998,5,5,2000-03-19
8888,1998,7,1,2000-06-06
8889,1999,13,3,2000-05-21
8890,1999,3,2,2000-01-15
8891,1999,8,2,2000-06-17
8892,1999,9,1,2000-01-01
8893,1999,11,2,2000-03-19
8894,1999,7,1,2000-01-24
8895,1999,9,4,2000-04-23
8896,1999,14,1,2000-05-16
8897,2000,11,2,2000-06-25
8898,2000,5,5,2000-03-05
8899,2000,1,4,2000-03-31
8900,2000,5,5,2000-04-14
8901,2001,8,1,2000-06-02
8902,2001,13,1,2000-05-25
8903,2001,1,4,2000-06-22
8904,2001,12,3,2000-03-16
8905,2001,5,4,2000-01-10
8906,2001,6,2,2000-05-02
8907,2002,12,3,2000-04-02
8908,2002,8,3,2000-01-06
8909,2002,9,5,2000-03-13
8910,2002,10,2,2000-06-04
8911,2002,3,4,2000-04-18
8912,2002,6,1,2000-02-05
8913,2002,8,4,2000-02-14
8914,2003,14,1,2000-01-14
8915,2003,12,2,2000-03-11
8916,2003,13,2,2000-04-01
8917,2003,8,5,2000-01-15
8918,2003,3,4,2000-03-02
8919,2003,12,3,2000-03-20
8920,2004,12,1,2000-04-24
8921,2005,6,1,2000-04-26
8922,2006,7,4,2000-06-13
8923,2007,12,4,2000-03-27
8924,2007,13,3,2000-02-24
8925,2007,2,2,2000-03-10
8926,2008,12,2,2000-06-16
8927,2008,11,4,2000-06-03
8928,2008,9,2,2000-02-24
8929,2009,4,2,2000-02-23
8930,2009,8,3,2000-03-01
8931,2009,8,4,2000-02-26
8932,2009,8,5,2000-02-27
8933,2009,9,4,2000-05-06
8934,2009,8,5,2000-05-30
8935,2010,6,3,2000-01-13
8936,2010,10,5,2000-03-16
8937,2010,2,5,2000-02-28
8938,2010,7,5,2000-01-07
8939,2010,7,5,2000-04-03
8940,2010,14,4,2000-03-08
8941,2010,14,5,2000-05-14
8942,2011,12,3,2000-06-14
8943,2011,5,2,2000-06-25
8944,2011,10,4,2000-02-26
8945,2011,6,,2000-02-02
8947,2012,12,2,2000-02-05
8948,2012,5,4,2000-02-20
8949,2013,8,1,2000-01-10
8950,2013,10,5,2000-02-11
8951,2013,2,2,2000-04-29
8952,2013,14,4,2000-05-01
8953,2014,5,2,2000-06-11
8954,2014,11,3,2000-04-21
8955,2014,13,3,2000-06-14
8956,2014,14,2,2000-05-16
8957,2014,4,2,2000-04-06
8958,2015,13,3,2000-05-19
8959,2015,14,5,2000-03-05
8960,2015,2,2,2000-04-18
8961,2015,3,2,2000-03-25
8962,2015,8,1,2000-06-22
8963,2016,9,2,2000-02-19
8964,2016,3,5,2000-02-01
8965,2016,5,2,2000-01-21
8966,2016,11,5,2000-04-28
8967,2016,7,2,2000-01-12
8968,2016,11,3,2000-04-01
8969,2017,7,4,2000-02-05
8970,2017,1,4,2000-02-12
8971,2017,11,3,2000-06-24
8972,2017,10,1,2000-01-12
8973,2017,11,5,2000-03-13
8974,2018,2,4,2000-03-28
8975,2018,9,5,2000-04-28
8976,2018,11,2,2000-05-24
8977,2018,9,2,2000-02-08
8978,2018,4,2,2000-03-13
8979,2018,1,5,2000-04-03
8980,2019,11,5,2000-03-31
8981,2019,11,1,2000-03-21
8982,2020,6,2,2000-01-26
8983,2021,5,4,2000-04-19
8984,2021,12,1,2000-03-13
8985,2022,7,3,2000-06-23
8986,2022,1,2,2000-01-29
8987,2022,1,5,2000-03-21
8988,2022,12,4,2000-02-11
8989,2023,8,5,2000-04-08
8990,2023,4,5,2000-05-23
8991,2023,6,2,2000-02-11
8992,2024,2,2,2000-01-10
8993,2024,13,3,2000-06-03
8994,2024,4,5,2000-06-13
8995,2024,5,3,2000-01-19
8996,2024,1,2,2000-04-30
8997,2024,14,1,2000-01-22
8998,2024,9,5,2000-02-25
8999,2024,14,3,2000-04-05
9000,2025,10,1,2000-03-19
9001,2025,9,2,2000-06-01
9002,2025,7,1,2000-01-07
9003,2025,9,3,2000-01-02
9004,2026,5,5,2000-05-02
9005,2026,7,1,2000-04-27
9006,2027,13,1,2000-06-05
9007,2027,13,4,2000-04-12
9008,2027,12,2,2000-01-28
9009,2027,14,2,2000-02-06
9010,2027,14,1,2000-03-24
9011,2027,13,1,2000-05-23
9012,2027,7,5,2000-02-02
9013,2028,14,1,2000-05-01
9014,2028,9,3,2000-01-06
9015,2028,1,2,2000-03-17
9016,2028,9,4,2000-03-19
9017,2028,6,4,2000-02-20
9018,2028,12,3,2000-04-14
9019,2028,14,2,2000-04-28
9020,2028,10,5,2000-04-05
9021,2029,14,2,2000-05-29
9022,2029,12,3,2000-06-25
9023,2029,13,3,2000-05-10
9024,2029,4,1,2000-05-16
9025,2030,8,4,2000-03-01
9026,2030,7,2,2000-03-19
9027,2030,4,3,2000-03-18
9028,2030,2,4,2000-05-23
9029,2030,8,2,2000-01-04
9030,2031,9,1,2000-01-29
9031,2031,11,4,2000-05-02
9032,2031,14,4,2000-02-02
9033,2031,2,5,2000-03-24
9034,2031,6,4,2000-02-17
9035,2031,3,2,2000-01-31
9036,2032,7,1,2000-05-16
9037,2032,13,5,2000-04-09
9038,2032,10,3,2000-02-07
9039,2032,10,1,2000-05-18
9040,2032,1,1,2000-04-12
9041,2032,12,2,2000-04-07
9042,2033,14,4,2000-02-26
9043,2033,10,5,2000-03-01
9044,2034,11,2,2000-05-18
9045,2034,8,5,2000-03-16
9046,2034,4,2,2000-02-02
9047,2035,3,1,2000-06-11
9048,2035,13,5,2000-04-15
9049,2035,14,1,2000-02-20
9050,2035,2,3,2000-01-01
9051,2035,11,2,2000-04-04
9052,2035,2,3,2000-03-15
9053,2035,11,1,2000-04-15
9054,2036,5,5,2000-01-22
9055,2036,6,1,2000-02-09
9056,2036,3,1,2000-04-03
9057,2036,8,4,2000-02-22
9058,2037,2,1,2000-03-06
9059,2037,11,5,2000-05-17
9060,2037,8,3,2000-06-27
9061,2037,6,4,2000-03-09
9062,2037,5,5,2000-06-13
9063,2038,1,2,2000-03-08
9064,2038,13,2,2000-06-11
9065,2038,6,2,2000-02-15
9066,2038,14,1,2000-05-29
9067,2038,12,3,2000-03-07
9068,2039,10,2,2000-05-22
9069,2039,5,5,2000-06-15
9070,2039,8,5,2000-03-24
9071,2039,6,1,2000-03-25
9072,2039,12,4,2000-06-21
9073,2039,13,4,2000-01-23
9074,2039,11,3,2000-02-27
9075,2040,10,1,2000-03-03
9076,2040,9,1,2000-02-05
9077,2040,3,5,2000-04-22
9078,2040,1,3,2000-02-05
9079,2040,1,2,2000-03-25
9080,2040,9,2,2000-06-06
9081,2040,12,5,2000-03-20
9082,2040,2,5,2000-04-21
9083,2041,1,2,2000-03-15
9084,2041,10,2,2000-04-18
9085,2042,11,2,2000-05-14
9086,2042,2,3,2000-06-02
9087,2042,3,5,2000-02-13
9088,2042,1,3,2000-05-31
9089,2042,2,4,2000-04-23
9090,2043,8,2,2000-01-17
9091,2043,2,5,2000-04-02
9092,2043,7,5,2000-01-26
9093,2043,13,3,2000-01-05
9094,2043,10,3,2000-04-15
9095,2044,5,5,2000-01-20
9096,2044,6,3,2000-06-22
9097,2044,7,3,2000-03-19
9098,2044,10,4,2000-05-10
9099,2045,8,3,2000-06-14
9100,2046,13,4,2000-02-07
9101,2046,4,4,2000-03-03
9102,2047,12,4,2000-03-19
9103,2047,11,5,2000-01-03
9104,2047,5,1,2000-06-15
9105,2047,10,3,2000-03-06
9106,2047,12,1,2000-03-18
9107,2047,1,3,2000-06-17
9108,2047,7,3,2000-05-27
9109,2047,7,5,2000-04-02
9110,2048,4,5,2000-01-05
9111,2049,6,5,2000-02-04
9112,2049,9,5,2000-04-02
9113,2050,7,5,2000-02-13
9114,2050,12,1,2000-05-07
9115,2050,7,2,2000-01-17
9116,2050,11,1,2000-05-17
9117,2050,9,5,2000-01-09
9118,2050,8,3,2000-04-23
9119,2050,10,2,2000-03-23
9120,2050,14,4,2000-06-17
9121,2051,1,5,2000-05-20
9122,2051,5,3,2000-04-20
9123,2051,1,1,2000-06-22
9124,2051,13,1,2000-04-17
9125,2052,11,4,2000-01-10
9126,2052,10,2,2000-04-07
9127,2052,11,3,2000-01-05
9128,2053,4,3,2000-06-19
9129,2053,5,3,2000-02-15
9130,2053,12,1,2000-01-02
9131,2053,1,3,2000-04-05
9132,2053,4,3,2000-03-16
9133,2053,14,1,2000-01-31
9134,2054,14,1,2000-05-14
9135,2054,1,5,2000-06-09
9136,2054,9,4,2000-05-20
9137,2055,12,4,2000-02-04
9138,2055,12,4,2000-01-29
9139,2055,7,1,2000-01-15
9140,2055,9,3,2000-03-23
9141,2055,5,2,2000-04-09
9142,2055,11,3,2000-06-15
9143,2056,4,1,2000-05-20
9144,2056,2,1,2000-06-17
9145,2056,11,1,2000-02-01
9146,2056,5,3,2000-04-23
9147,2056,1,5,2000-05-05
9148,2057,13,5,2000-04-02
9149,2057,10,5,2000-06-21
9150,2057,14,4,2000-05-13
9151,2057,1,3,2000-05-02
9152,2057,10,2,2000-05-09
9153,2057,10,2,2000-05-02
9154,2058,9,5,2000-03-28
9155,2058,6,2,2000-02-25
9156,2059,14,3,2000-01-28
9157,2059,8,4,2000-05-28
9158,2060,4,1,2000-03-21
9159,2060,2,2,2000-06-12
9160,2060,5,3,2000-04-22
9161,2060,3,5,2000-06-22
9162,2060,8,2,2000-05-29
9163,2061,11,2,2000-02-23
9164,2061,4,1,2000-05-16
9165,2061,5,5,2000-04-01
9166,2061,12,2,2000-06-01
9167,2061,12,3,2000-05-10
9168,2061,14,2,2000-04-07
9169,2061,7,3,2000-01-10
9170,2061,5,4,2000-04-21
9171,2062,6,4,2000-04-30
9172,2062,3,4,2000-03-11
9173,2062,8,5,2000-03-30
9174,2063,5,3,2000-03-31
9175,2063,7,3,2000-04-15
9176,2063,3,5,2000-05-18
9177,2063,13,2,2000-05-16
9178,2063,13,4,2000-05-26
9179,2063,6,2,2000-05-19
9180,2063,11,1,2000-03-18
9181,2064,4,1,2000-05-11
9182,2065,13,3,2000-02-23
9183,2066,9,5,2000-06-03
9184,2066,5,2,2000-05-23
9185,2066,13,2,2000-05-18
9186,2067,10,2,2000-06-02
9187,2067,5,3,2000-04-20
9188,2067,10,1,2000-01-10
9189,2067,6,2,2000-06-23
9190,2067,3,1,2000-02-27
9191,2068,7,2,2000-01-31
9192,2068,12,3,2000-06-23
9193,2068,11,3,2000-05-28
9194,2068,5,1,2000-03-14
9195,2069,6,1,2000-05-06
9196,2069,8,2,2000-04-07
9197,2069,3,3,2000-02-14
9198,2069,12,5,2000-01-02
9199,2069,6,1,2000-02-22
9200,2069,1,1,2000-06-15
9201,2070,11,2,2000-06-11
9202,2070,13,4,2000-03-26
9203,2070,8,5,2000-03-25
9204,2070,14,3,2000-03-03
9205,2070,3,1,2000-03-03
9206,2070,4,4,2000-04-30
9207,2070,6,4,2000-04-18
9208,2071,8,5,2000-05-30
9209,2071,2,2,2000-04-01
9210,2071,3,5,2000-05-18
9211,2071,9,4,2000-02-15
9212,2071,14,2,2000-01-08
9213,2071,13,3,2000-03-08
9214,2072,1,5,2000-02-15
9215,2072,12,3,2000-01-14
9216,2072,1,5,2000-03-29
9217,2072,1,5,2000-01-06
9218,2072,7,3,2000-03-18
9219,2072,9,3,2000-06-02
9220,2073,5,3,2000-01-03
9221,2073,5,1,2000-03-08
9222,2073,13,2,2000-03-30
9223,2073,2,3,2000-06-06
9224,2073,13,1,2000-02-01
9225,2073,11,1,2000-01-25
9226,2074,10,1,2000-01-09
9227,2074,11,5,2000-04-22
9228,2074,12,5,2000-01-02
9229,2075,2,5,2000-01-06
9230,2075,12,2,2000-03-03
9231,2075,10,1,2000-03-30
9232,2075,7,5,2000-03-04
9233,2075,1,2,2000-02-10
9234,2075,6,1,2000-06-28
9235,2075,2,3,2000-01-26
9236,2075,6,1,2000-03-31
9237,2076,5,1,2000-03-09
9238,2076,2,3,2000-05-02
9239,2076,4,3,2000-03-22
9240,2077,14,5,2000-02-02
9241,2077,5,5,2000-06-24
9242,2077,9,3,2000-01-16
9243,2077,2,3,2000-03-23
9244,2077,4,2,2000-05-29
9245,2077,3,5,2000-05-01
9246,2077,6,2,2000-03-06
9247,2077,6,2,2000-04-10
9248,2078,10,2,2000-05-29
9249,2078,14,4,2000-06-18
9250,2078,10,3,2000-04-02
9251,2078,10,3,2000-06-07
9252,2078,5,5,2000-02-02
9253,2078,11,4,2000-02-07
9254,2078,2,1,2000-04-26
9255,2078,7,3,2000-05-10
9256,2079,6,5,2000-04-21
9257,2079,9,5,2000-02-03
9258,2080,6,3,2000-01-22
9259,2081,3,3,2000-02-28
9260,2081,8,5,2000-03-09
9261,2081,5,4,2000-02-18
9262,2081,12,5,2000-05-23
9263,2082,12,1,2000-03-10
9264,2082,2,3,2000-06-17
9265,2082,13,3,2000-01-02
9266,2082,9,4,2000-01-03
9267,2083,6,4,2000-02-12
9268,2083,8,2,2000-03-29
9269,2083,13,5,2000-01-26
9270,2083,7,1,2000-01-21
9271,2084,14,1,2000-03-17
9272,2084,12,1,2000-01-06
9273,2084,9,4,2000-05-09
9274,2084,12,3,2000-03-19
9275,2084,13,5,2000-01-19
9276,2084,13,4,2000-02-10
9277,2084,9,4,2000-02-01
9278,2085,8,5,2000-02-13
9279,2085,4,1,2000-05-03
9280,2086,5,4,2000-04-05
9281,2086,11,1,2000-04-01
9282,2086,8,1,2000-06-24
9283,2086,8,1,2000-03-20
9284,2086,5,1,2000-01-30
9285,2086,14,5,2000-06-07
9286,2087,2,3,2000-05-15
9287,2088,12,1,2000-01-13
9288,2088,1,2,2000-06-09
9289,2088,14,1,2000-02-23
9290,2088,6,1,2000-01-16
9291,2088,11,1,2000-03-23
9292,2089,8,4,2000-05-24
9293,2089,6,3,2000-01-25
9294,2089,1,4,2000-01-21
9295,2089,10,4,2000-01-29
9296,2089,5,5,2000-04-03
9297,2089,13,1,2000-05-16
9298,2089,5,3,2000-06-18
9299,2090,3,3,2000-02-06
9300,2090,4,3,2000-03-12
9301,2090,3,4,2000-03-19
9302,2090,1,1,2000-06-08
9303,2090,2,2,2000-03-15
9304,2091,4,2,2000-05-28
9305,2091,3,1,2000-02-26
9306,2091,3,4,2000-04-11
9307,2091,4,5,2000-02-20
9308,2092,13,5,2000-04-21
9309,2093,14,4,2000-02-03
9310,2093,12,2,2000-02-24
9311,2093,14,1,2000-06-21
9312,2093,14,2,2000-01-06
9313,2093,3,4,2000-02-12
9314,2093,14,5,2000-02-18
9315,2093,12,3,2000-01-31
9316,2094,14,5,2000-01-07
9317,2094,1,2,2000-01-17
9318,2094,1,2,2000-01-27
9319,2094,11,5,2000-06-07
9320,2094,11,1,2000-05-20
9321,2094,14,3,2000-05-23
9322,2095,7,4,2000-03-27
9323,2095,9,3,2000-01-16
9324,2095,8,5,2000-03-13
9325,2095,13,3,2000-04-15
9326,2095,4,1,2000-06-09
9327,2095,11,4,2000-01-25
9328,2095,3,5,2000-04-21
9329,2095,1,4,2000-03-31
9330,2096,3,3,2000-05-19
9331,2097,2,1,2000-03-06
9332,2098,9,1,2000-05-17
9333,2098,5,5,2000-02-29
9334,2098,14,3,2000-02-09
9335,2098,4,1,2000-06-26
9336,2098,6,4,2000-02-08
9337,2098,11,4,2000-03-02
9338,2098,12,4,2000-02-21
9339,2099,11,4,2000-03-29
9340,2100,2,1,2000-03-03
9341,2100,6,4,2000-05-20
9342,2100,7,5,2000-05-26
9343,2100,5,3,2000-01-07
9344,2100,13,4,2000-03-21
9345,2100,2,1,2000-01-30
9346,2101,5,3,2000-03-18
9347,2101,2,2,2000-04-18
9348,2101,12,2,2000-02-24
9349,2101,5,3,2000-05-22
9350,2101,7,4,2000-03-26
9351,2101,1,3,2000-05-22
9352,2102,1,2,2000-02-21
9353,2102,13,4,2000-01-08
9354,2102,1,5,2000-06-13
9355,2103,7,2,2000-04-23
9356,2104,9,4,2000-02-13
9357,2104,2,1,2000-02-27
9358,2104,11,1,2000-04-09
9359,2104,1,3,2000-05-22
9360,2104,11,1,2000-03-26
9361,2104,9,4,2000-05-20
9362,2104,12,2,2000-01-14
9363,2105,7,5,2000-06-20
9364,2105,13,4,2000-04-14
9365,2105,12,3,2000-01-31
9366,2106,10,1,2000-05-03
9367,2106,4,5,2000-02-29
9368,2107,11,2,2000-01-08
9369,2107,3,1,2000-03-16
9370,2107,14,1,2000-04-01
9371,2107,3,4,2000-04-20
9372,2107,6,5,2000-05-06
9373,2107,6,1,2000-05-24
9374,2108,12,2,2000-06-01
9375,2108,1,1,2000-05-07
9376,2109,12,2,2000-04-23
9377,2109,2,2,2000-05-29
9378,2109,14,5,2000-01-12
9379,2109,1,1,2000-01-28
9380,2109,1,4,2000-06-17
9381,2109,14,4,2000-02-05
9382,2109,4,3,2000-05-08
9383,2110,12,5,2000-01-12
9384,2110,7,5,2000-04-18
9385,2110,10,2,2000-03-10
9386,2111,7,1,2000-01-15
9387,2111,3,5,2000-06-16
9388,2111,4,3,2000-03-01
9389,2111,6,2,2000-05-26
9390,2112,4,3,2000-03-03
9391,2112,1,5,2000-05-13
9392,2113,12,3,2000-01-04
9393,2113,14,3,2000-04-25
9394,2113,13,1,2000-06-27
9395,2113,2,4,2000-01-14
9396,2113,12,3,2000-02-23
9397,2113,9,1,2000-04-09
9398,2113,7,2,2000-02-02
9399,2113,6,2,2000-02-21
9400,2114,5,4,2000-03-04
9401,2114,2,3,2000-01-29
9402,2114,14,1,2000-02-08
9403,2114,11,3,2000-06-15
9404,2114,2,1,2000-06-17
9405,2114,11,5,2000-06-03
9406,2115,12,1,2000-02-27
9407,2115,8,2,2000-06-12
9408,2115,3,5,2000-01-19
9409,2116,12,4,2000-02-25
9410,2116,7,2,2000-03-05
9411,2116,1,1,2000-01-24
9412,2117,9,3,2000-03-06
9413,2117,8,1,2000-05-24
9414,2117,2,5,2000-01-31
9415,2118,14,3,2000-04-17
9416,2118,13,4,2000-01-24
9417,2118,14,1,2000-02-07
9418,2118,11,3,2000-05-14
9419,2118,4,5,2000-02-07
9420,2118,13,2,2000-04-30
9421,2118,10,5,2000-02-25
9422,2118,2,1,2000-03-02
9423,2119,3,1,2000-05-12
9424,2119,4,2,2000-06-09
9425,2119,7,1,2000-04-28
9426,2119,2,3,2000-02-16
9427,2119,6,5,2000-05-12
9428,2119,8,2,2000-05-25
9429,2119,12,3,2000-03-04
9430,2120,4,1,2000-06-13
9431,2120,7,4,2000-02-27
9432,2121,9,5,2000-03-14
9433,2121,10,2,2000-02-05
9434,2121,6,2,2000-03-23
9435,2121,14,4,2000-01-18
9436,2121,9,3,2000-02-14
9437,2121,13,5,2000-02-27
9438,2121,2,3,2000-06-24
9439,2122,12,4,2000-05-07
9440,2122,5,2,2000-01-21
9441,2122,6,1,2000-02-01
7558,1699,12,3,2000-03-17
7559,1699,3,1,2000-03-08
7560,1699,1,4,2000-04-27
7561,1700,14,2,2000-06-21
7562,1700,12,2,2000-04-28
7563,1700,9,3,2000-04-21
7564,1700,2,5,2000-04-28
7565,1700,11,5,2000-05-18
7566,1700,2,4,2000-03-08
7567,1700,10,2,2000-01-20
7568,1700,14,4,2000-02-27
7569,1701,7,3,2000-03-01
7570,1701,13,3,2000-01-30
7571,1701,5,4,2000-03-07
7572,1701,11,1,2000-05-09
7573,1701,14,4,2000-01-09
7574,1701,8,2,2000-05-12
7575,1701,1,3,2000-03-02
7576,1702,4,4,2000-01-30
7577,1702,3,2,2000-02-16
7578,1702,4,2,2000-04-15
7579,1702,11,2,2000-06-04
7580,1703,3,3,2000-03-31
7581,1703,13,4,2000-04-01
7582,1703,11,2,2000-04-17
7583,1703,9,5,2000-06-26
7584,1704,11,2,2000-05-22
7585,1704,3,1,2000-03-28
7586,1704,6,3,2000-02-11
7587,1704,1,3,2000-06-20
7588,1704,2,1,2000-06-14
7589,1705,3,3,2000-01-02
7590,1705,6,3,2000-06-20
7591,1706,6,5,2000-05-06
7592,1706,12,2,2000-02-13
7593,1707,11,4,2000-05-08
7594,1707,2,4,2000-01-18
7595,1707,14,1,2000-02-14
7596,1708,4,3,2000-02-19
7597,1708,13,5,2000-02-21
7598,1708,13,3,2000-03-03
7599,1708,5,1,2000-02-26
7600,1708,10,4,2000-06-15
7601,1708,3,2,2000-02-20
7602,1708,5,5,2000-03-21
7603,1708,5,4,2000-01-11
7604,1709,1,4,2000-06-13
7605,1709,11,3,2000-01-01
7606,1709,8,3,2000-06-11
7607,1709,4,3,2000-05-18
7608,1709,1,2,2000-03-05
7609,1709,11,1,2000-06-19
7610,1709,6,5,2000-05-11
7611,1709,6,3,2000-06-05
7612,1710,4,4,2000-04-16
7613,1710,11,3,2000-05-15
7614,1711,8,3,2000-04-16
7615,1711,14,3,2000-04-23
7616,1712,9,3,2000-05-16
7617,1712,12,2,2000-05-10
7618,1713,4,4,2000-05-18
7619,1714,4,3,2000-03-09
7620,1715,1,1,2000-05-12
7621,1715,1,5,2000-02-13
7622,1715,7,3,2000-06-06
7623,1716,9,4,2000-01-30
7624,1716,4,4,2000-03-16
7625,1716,13,4,2000-05-24
7626,1717,1,1,2000-02-21
7627,1717,2,4,2000-01-21
7628,1717,6,4,2000-03-21
7629,1717,2,4,2000-03-16
7630,1717,5,3,2000-04-19
7631,1718,7,2,2000-06-24
7632,1718,5,1,2000-06-07
7633,1718,1,5,2000-04-03
7634,1718,11,2,2000-05-13
7635,1718,3,1,2000-04-16
7636,1718,5,5,2000-03-10
7637,1718,1,5,2000-05-17
7638,1719,12,3,2000-02-24
7639,1719,6,1,2000-02-09
7640,1719,13,3,2000-06-24
7641,1719,4,5,2000-03-03
7642,1720,10,4,2000-03-28
7643,1720,6,2,2000-01-11
7644,1720,3,2,2000-03-12
7645,1720,1,4,2000-04-15
7646,1720,3,4,2000-04-28
7647,1720,13,1,2000-03-02
7648,1720,1,5,2000-04-18
7649,1721,5,1,2000-01-08
7650,1721,7,1,2000-02-06
7651,1722,6,4,2000-05-23
7652,1723,7,1,2000-01-02
7653,1723,8,4,2000-03-10
7654,1723,12,1,2000-03-21
7655,1723,11,4,2000-03-19
7656,1723,11,3,2000-03-13
7657,1723,11,5,2000-05-14
7658,1724,12,1,2000-05-05
7659,1725,14,4,2000-06-20
7660,1725,10,4,2000-05-11
7661,1725,8,1,2000-02-23
7662,1725,9,2,2000-05-02
7663,1725,11,5,2000-01-20
7664,1726,2,3,2000-01-30
7665,1726,12,1,2000-02-15
7666,1726,6,3,2000-06-22
7667,1726,13,5,2000-06-25
7668,1726,7,3,2000-01-20
7669,1726,9,3,2000-04-18
7670,1726,12,1,2000-01-19
7671,1726,6,2,2000-06-16
7672,1727,8,5,2000-01-17
7673,1727,9,4,2000-02-13
7674,1727,12,4,2000-04-18
7675,1727,3,1,2000-04-20
7676,1727,11,2,2000-05-03
7677,1727,6,2,2000-02-18
7678,1728,6,5,2000-06-26
7679,1729,9,4,2000-03-24
7680,1729,11,4,2000-06-09
7681,1729,7,1,2000-04-27
7682,1729,7,2,2000-03-31
7683,1729,8,1,2000-03-15
7684,1729,2,2,2000-05-05
7685,1730,4,3,2000-04-14
7686,1730,4,3,2000-02-16
7687,1730,5,1,2000-05-30
7688,1730,5,5,2000-04-23
7689,1730,1,3,2000-01-14
7690,1731,9,2,2000-06-08
7691,1731,9,3,2000-06-09
7692,1731,14,3,2000-04-21
7693,1731,12,1,2000-05-27
7694,1731,1,3,2000-06-15
7695,1731,3,4,2000-06-04
7696,1731,14,3,2000-03-19
7697,1731,12,5,2000-02-08
7698,1732,12,4,2000-04-23
7699,1732,3,1,2000-01-25
7700,1732,3,5,2000-04-02
7701,1732,5,3,2000-01-07
7702,1732,12,1,2000-05-25
7703,1732,7,5,2000-05-20
7704,1733,3,5,2000-06-28
7705,1733,10,2,2000-03-16
7706,1733,7,5,2000-06-15
7707,1733,2,4,2000-01-18
7708,1733,4,2,2000-02-05
7709,1733,4,4,2000-05-29
7710,1733,7,2,2000-04-18
7711,1733,1,1,2000-03-25
7712,1734,10,3,2000-06-11
7713,1734,12,4,2000-02-23
7714,1734,11,3,2000-02-07
7715,1734,12,2,2000-03-02
7716,1734,6,5,2000-02-06
7717,1735,8,5,2000-02-11
7718,1736,12,3,2000-02-10
7719,1736,4,5,2000-02-24
7720,1737,1,2,2000-05-13
7721,1737,3,2,2000-03-01
7722,1737,14,5,2000-03-26
7723,1737,5,5,2000-03-20
7724,1737,5,2,2000-04-13
7725,1737,14,4,2000-04-26
7726,1737,4,1,2000-04-05
7727,1737,3,1,2000-04-09
7728,1738,6,5,2000-01-14
7729,1738,6,3,2000-04-24
7730,1738,7,4,2000-05-27
7731,1738,1,5,2000-06-04
7732,1738,11,5,2000-03-28
7733,1739,6,2,2000-06-03
7734,1740,10,1,2000-02-15
7735,1741,3,4,2000-02-23
7736,1741,3,5,2000-02-01
7737,1741,8,1,2000-05-04
7738,1742,9,4,2000-03-07
7739,1742,12,2,2000-03-26
7740,1742,13,4,2000-04-19
7741,1742,4,1,2000-01-12
7742,1742,12,4,2000-03-04
7743,1742,3,4,2000-06-24
7744,1742,8,3,2000-04-17
7745,1742,2,2,2000-02-11
7746,1743,14,4,2000-03-22
7747,1743,1,3,2000-04-13
7748,1743,9,2,2000-03-09
